table[0]:  3 1
table[58543]: nearness 4 1
table[58546]: anaemia 0 1
table[58547]: prises 10 1
table[58550]: phenyl 4 2
table[58551]: monmouth 16 1
table[58555]: graduated 22 1
table[58558]: 'fellow 1 1
table[58560]: inlays 1 3
table[58562]: leisures 2 1
table[58563]: almeria 0 1
table[58564]: operation 47 1
table[58565]: scolds 1 2
table[58566]: andalusite 0 2
table[58569]: wharfage 0 1
table[58570]: graduates 1 1
table[58571]: warfare 7 4
table[58572]: ions 0 2
table[58573]: schoolroom 2 1
table[58575]: joinder 0 1
table[58577]: clangor 1 1
table[58580]: honneur 3 2
table[58581]: seacoal 2 1
table[58583]: ionians 1 2
table[58588]: experimented 1 1
table[58590]: managed 10 1
table[58591]: ensconcing 0 2
table[58592]: anticipated 6 3
table[58597]: savagery 2 2
table[58598]: descend 28 1
table[58599]: gold's 1 1
table[58601]: dishearten 0 1
table[58603]: eduard 0 1
table[58604]: manager 3 1
table[58605]: tongue 425 1
table[58606]: eton 4 1
table[58608]: fangless 0 1
table[58609]: ethical 11 1
table[58610]: robed 0 1
table[58613]: individable 0 1
table[58614]: descent 46 1
table[58616]: echte 0 1
table[58618]: london 361 1
table[58619]: griffin 2 1
table[58621]: qualities 41 1
table[58623]: accrued 0 2
table[58625]: robes 20 1
table[58627]: ulcer 2 1
table[58629]: outbreak 10 1
table[58632]: scythe's 0 1
table[58633]: fadings 0 1
table[58634]: halloa 0 1
table[58637]: taiko 0 1
table[58639]: inurn'd 0 1
table[58640]: cynthia's 0 1
table[58643]: placeth 1 1
table[58648]: halloo 0 1
table[58649]: insulting 8 1
table[58651]: pepper'd 1 1
table[58652]: aediles 13 2
table[58654]: mohlau 0 3
table[58656]: hallow 0 1
table[58658]: florian's 0 1
table[58661]: courtezan's 0 1
table[58662]: changing 18 1
table[58664]: favour'd 17 1
table[58666]: abroach 2 3
table[58667]: greenhow 0 1
table[58668]: sixth 41 1
table[58670]: inadvisable 1 2
table[58672]: tails 4 1
table[58673]: unpack 0 2
table[58675]: scaling 2 1
table[58676]: montferrat 0 1
table[58679]: favour's 0 1
table[58683]: obeidullah 1 1
table[58685]: sixty 16 1
table[58686]: judg'd 6 1
table[58687]: oise 0 1
table[58688]: currish 4 1
table[58689]: taime 0 1
table[58690]: etre 0 1
table[58691]: aipernos 0 1
table[58694]: incompatible 2 1
table[58696]: distilling 4 1
table[58699]: beget 22 2
table[58701]: universally 10 2
table[58704]: vehemently 0 2
table[58705]: donald 0 1
table[58706]: mariam 5 6
table[58707]: orphan's 0 1
table[58709]: mind'' 0 1
table[58710]: lyceum 1 1
table[58718]: stumbling 5 1
table[58720]: conflicts 4 1
table[58722]: aelia 1 5
table[58723]: intyre 1 2
table[58724]: secretorum 0 2
table[58725]: celestine 0 2
table[58726]: circuit 21 1
table[58727]: dumas 1 1
table[58728]: macalle 1 1
table[58731]: milkmaid 1 1
table[58732]: despair 58 1
table[58733]: pupils 12 1
table[58735]: taint 15 1
table[58736]: faithfully 11 1
table[58737]: desjazmach 0 1
table[58739]: amboyna 0 1
table[58741]: continual 12 1
table[58742]: runagate 2 3
table[58744]: robin 43 1
table[58745]: dual 1 2
table[58746]: felspathic 0 1
table[58747]: relieves 0 1
table[58748]: o'errule 2 1
table[58749]: niggardly 3 1
table[58750]: perpetually 2 1
table[58752]: obstantibus 0 1
table[58753]: shadowing 1 1
table[58754]: retrograde 1 1
table[58755]: adereth 0 2
table[58758]: rigas 0 2
table[58759]: leanness 3 2
table[58760]: achaicus 0 2
table[58762]: tutor'' 0 1
table[58765]: blued 0 1
table[58767]: aden 24 3
table[58768]: was't 18 1
table[58769]: plasterer 0 2
table[58771]: unify 0 2
table[58772]: operative 5 1
table[58773]: knotted 2 1
table[58776]: motawakkil 0 1
table[58780]: cheshire 8 1
table[58781]: inexorable 1 1
table[58784]: retired 30 2
table[58785]: mind's 6 1
table[58786]: defac'd 3 1
table[58787]: injecting 0 1
table[58788]: franciscans 2 2
table[58789]: confessor 11 2
table[58792]: palace'' 0 1
table[58793]: mystery 22 1
table[58794]: artomonov 0 1
table[58795]: christiansborg 3 1
table[58797]: mutasim 0 3
table[58798]: bluff 0 1
table[58801]: cambyses' 0 2
table[58806]: iachimo 95 1
table[58807]: interfered 3 1
table[58808]: vermont 0 2
table[58814]: abiding 0 2
table[58815]: frenzy 10 1
table[58821]: favorite 0 1
table[58822]: vessel 54 1
table[58823]: tutor'd 3 1
table[58825]: injection 0 1
table[58826]: garmet 0 1
table[58827]: germs 3 1
table[58829]: dualistic 2 1
table[58830]: cophetua 2 1
table[58832]: athenian's 2 1
table[58833]: miscellaneous 4 2
table[58834]: despatch 3 2
table[58840]: enlarge 10 1
table[58849]: knowling 1 3
table[58850]: guidance 7 1
table[58851]: truncheon's 0 3
table[58852]: prison 107 1
table[58854]: stitches 2 1
table[58855]: adornings 0 1
table[58857]: continued 100 1
table[58860]: silkman 0 1
table[58863]: bertodano 0 1
table[58864]: daintiest 1 1
table[58868]: gladded 0 1
table[58869]: aerostatic 1 1
table[58870]: overlap 0 1
table[58871]: continuer 0 1
table[58872]: continues 11 1
table[58878]: ruthless 10 3
table[58879]: rhys 1 3
table[58880]: hedg'd 1 1
table[58881]: avertissement 0 2
table[58882]: any's 1 1
table[58884]: outposts 0 2
table[58885]: peradventures 0 2
table[58888]: signification 5 2
table[58889]: maggot 1 3
table[58892]: plack 0 4
table[58893]: transmarinis 0 3
table[58895]: maisonceile 0 1
table[58897]: sixpences 0 2
table[58898]: archebiosis 2 2
table[58900]: aedilis 2 2
table[58902]: enmity 17 1
table[58904]: newport 2 1
table[58906]: engrossing 0 1
table[58909]: hostess' 0 1
table[58918]: fashoda 0 2
table[58920]: floriacensis 0 1
table[58921]: dardanius 7 1
table[58922]: ratified 12 1
table[58923]: parkyns 1 1
table[58924]: trenchers 0 1
table[58930]: lepel 0 2
table[58931]: tacitus 4 2
table[58935]: combine 17 2
table[58936]: flouts 1 2
table[58939]: enthusiasts 1 1
table[58940]: neighing 4 2
table[58941]: guy's 1 4
table[58942]: abbottadad 0 3
table[58945]: oporto 0 4
table[58947]: judge's 4 2
table[58950]: famille 1 3
table[58951]: houseless 1 1
table[58954]: precipitately 0 1
table[58956]: militarist 0 1
table[58961]: consistory 4 1
table[58964]: forever 13 1
table[58970]: samalanga 0 7
table[58973]: upsala 2 1
table[58975]: estimations 0 1
table[58981]: pares 0 4
table[58983]: shortness 5 1
table[58984]: aegusa 0 1
table[58986]: tribunal 5 1
table[58991]: theolo 0 2
table[58992]: finlay 0 1
table[58996]: historical 80 1
table[58997]: geshur 0 2
table[59001]: immodest 4 1
table[59003]: brambilla 0 1
table[59005]: tenderness 12 1
table[59006]: warships 0 1
table[59007]: anos 0 2
table[59009]: duet 0 2
table[59013]: romeo's 18 1
table[59016]: widower's 0 1
table[59017]: thoughtful 0 3
table[59020]: increasing 34 1
table[59021]: afront 0 1
table[59025]: spawn'd 0 2
table[59029]: attendants 144 1
table[59030]: rubb'd 2 2
table[59033]: wond'ring 5 1
table[59036]: inclinable 0 1
table[59037]: esdraelon 0 3
table[59041]: hobnails 1 1
table[59044]: adulteration 53 1
table[59047]: moqtasim 0 2
table[59049]: sugarsop 0 1
table[59050]: overflowing 0 1
table[59051]: bysets 0 4
table[59052]: singing 34 1
table[59053]: bonaparte 7 2
table[59054]: baskets 5 1
table[59055]: copie 0 4
table[59058]: abbasid 1 1
table[59059]: furrow 3 1
table[59060]: blunt 70 1
table[59061]: seconds 6 1
table[59063]: unwittingly 2 1
table[59065]: auctor 0 1
table[59067]: forced 37 1
table[59069]: adomnan 0 3
table[59070]: fiat 0 2
table[59074]: reechy 2 1
table[59075]: refuting 2 1
table[59077]: sheikhs 1 1
table[59079]: congealment 0 1
table[59082]: forces 64 1
table[59083]: retained 13 1
table[59084]: conglomeration 0 2
table[59087]: leechdoms 0 3
table[59088]: comprehend 2 1
table[59092]: rank'd 3 2
table[59095]: finn'd 0 1
table[59097]: vouchsafed 1 1
table[59099]: burnaby 0 2
table[59100]: dobbin's 0 1
table[59106]: acknowledge 22 1
table[59109]: auction 0 1
table[59112]: vouchsafes 0 1
table[59114]: quarto 0 2
table[59115]: bacons 0 1
table[59117]: tribunes 67 1
table[59119]: guysors 0 1
table[59120]: caskets 6 1
table[59123]: fittings 4 1
table[59128]: skyish 0 1
table[59131]: dugs 2 2
table[59132]: campvere 0 2
table[59133]: bespice 0 4
table[59135]: acetoacetate 0 5
table[59137]: fraunhofer's 0 2
table[59139]: salomons 0 1
table[59142]: flaxen 0 1
table[59144]: fifeshire 0 1
table[59145]: tigranes 0 1
table[59150]: lunemann 0 2
table[59151]: thralls 0 1
table[59152]: poliziano 0 2
table[59155]: remus 1 1
table[59156]: exhibited 13 1
table[59157]: langues 0 1
table[59159]: touching 40 1
table[59161]: hawaiian 2 1
table[59162]: ceres' 1 1
table[59163]: woolwich 9 1
table[59171]: impairing 0 1
table[59172]: plummet 2 1
table[59177]: theodore's 8 1
table[59179]: accoucheurs 0 2
table[59183]: blurs 0 1
table[59188]: quadrangle 1 1
table[59189]: pulsidge 0 1
table[59191]: ungravely 0 1
table[59192]: dumps 3 1
table[59193]: disregard 1 1
table[59195]: impanelled 0 2
table[59199]: opprobrium 0 2
table[59202]: lomonosov 0 1
table[59203]: blush 49 1
table[59204]: drawers 6 1
table[59205]: medallions 0 2
table[59208]: sledded 0 1
table[59209]: sham'st 1 1
table[59211]: laribus 0 1
table[59212]: ethnical 1 1
table[59215]: populique 0 1
table[59216]: blanchet 1 1
table[59219]: rays'' 0 2
table[59220]: mariners 10 1
table[59221]: ransom'd 3 1
table[59222]: vapians 0 1
table[59223]: xvii 14 3
table[59226]: fide 1 2
table[59229]: encouragement 4 1
table[59236]: ransom's 0 1
table[59237]: friand 0 3
table[59239]: maligned 0 2
table[59240]: cousin' 0 1
table[59241]: ibadan 1 1
table[59242]: smell't 0 2
table[59243]: confusion'' 0 1
table[59248]: blackberry 2 2
table[59249]: ulmost 0 3
table[59251]: venetians 1 2
table[59254]: bleedest 0 1
table[59255]: draweth 1 1
table[59258]: dislik'st 1 1
table[59259]: long'd 5 1
table[59261]: egyptians 9 1
table[59266]: languid 0 1
table[59267]: fabricate 1 3
table[59273]: bleedeth 0 1
table[59275]: belmont 15 2
table[59279]: plum'd 0 2
table[59280]: permanent 41 1
table[59282]: prospective 0 3
table[59287]: cleansing 1 1
table[59289]: agile 0 2
table[59291]: 'seventies 0 1
table[59292]: mammals'' 0 1
table[59295]: raisonne 0 2
table[59297]: mourningly 0 2
table[59299]: aborigines'' 1 1
table[59302]: jocund 7 1
table[59303]: antonius 4 2
table[59304]: classified 2 1
table[59306]: stagnant 0 2
table[59307]: union 51 2
table[59309]: clitus 14 2
table[59310]: domesticus 0 1
table[59311]: gurnet 0 2
table[59315]: dalberg 2 3
table[59316]: cousins 17 1
table[59317]: ants 2 2
table[59318]: neisser 0 2
table[59319]: confusion's 1 1
table[59320]: unwept 0 1
table[59322]: perfectest 1 1
table[59325]: dubious 0 1
table[59326]: chain'd 2 1
table[59330]: purchas'd 11 1
table[59335]: fagot 0 1
table[59336]: asymmetry 0 2
table[59337]: miscarrying 0 1
table[59343]: enticements 0 1
table[59345]: l'eclairage 1 1
table[59347]: geneva 7 4
table[59348]: passable 1 1
table[59350]: fife 15 2
table[59353]: schoolmaster 14 1
table[59354]: lowndean 0 1
table[59358]: coriolanus' 0 1
table[59361]: abstruse 0 1
table[59362]: leyden 6 1
table[59368]: ramm'd 1 1
table[59370]: accomplish 6 1
table[59371]: pawnee 1 3
table[59373]: ubi 1 3
table[59376]: foul'd 0 1
table[59377]: raining 0 1
table[59378]: staes 0 2
table[59379]: monoliths 0 3
table[59380]: compose 4 1
table[59382]: matheus 0 1
table[59383]: wording 0 1
table[59384]: mentions 6 2
table[59385]: socinian 0 1
table[59388]: 'promis'd 0 1
table[59390]: unmindfull 0 2
table[59392]: euergetes 0 1
table[59395]: compost 0 1
table[59396]: dekka 0 1
table[59397]: tamora 88 2
table[59398]: cylinders 4 3
table[59400]: peloponnesus 0 1
table[59402]: protects 6 1
table[59404]: accuseth 0 1
table[59413]: swellings 1 1
table[59414]: smack 8 1
table[59415]: cockled 0 1
table[59419]: cleopatra's 16 1
table[59420]: manors 2 1
table[59424]: short'ned 1 1
table[59425]: lackbeard 0 1
table[59427]: eolienne 0 1
table[59431]: ademption 0 1
table[59433]: cheats 0 2
table[59441]: linoleic 0 1
table[59442]: coursing 1 1
table[59455]: bibliographies 1 5
table[59458]: negotiators 0 1
table[59459]: quaecunque 0 1
table[59461]: gland 2 1
table[59464]: aconites 1 1
table[59466]: languor 0 1
table[59467]: gesch 5 1
table[59471]: dionysius 5 1
table[59475]: atrocities 0 1
table[59480]: erebus 2 1
table[59482]: archbishop 113 1
table[59484]: canton 7 2
table[59491]: slewest 0 2
table[59492]: origin 94 1
table[59493]: biogr 3 1
table[59494]: anatolia 4 3
table[59497]: lonely 6 1
table[59498]: presaging 0 1
table[59499]: chambon 0 3
table[59500]: nation's 1 1
table[59501]: beauti 0 1
table[59506]: coldspur 0 2
table[59507]: ulysses' 0 1
table[59512]: hibbert's 0 1
table[59513]: bounty's 0 1
table[59515]: intimacy 1 1
table[59517]: beauty 226 1
table[59519]: trustworthy 8 1
table[59525]: yearly 20 1
table[59527]: assisting 4 1
table[59531]: grehant 0 1
table[59532]: ferguson 0 3
table[59533]: petsofa 0 4
table[59534]: blackfriars 1 3
table[59536]: echoed 0 3
table[59538]: kindred 33 1
table[59541]: bloodletting 0 1
table[59543]: obstructed 1 1
table[59544]: linlithgow 0 1
table[59545]: category 1 2
table[59546]: gallian 1 1
table[59547]: franco 2 4
table[59550]: dazzle 2 1
table[59551]: sadder 2 1
table[59555]: gelding 3 1
table[59557]: globes 3 1
table[59559]: sorcerer 0 2
table[59563]: receipts 8 2
table[59564]: substantive 3 3
table[59568]: sunken 2 1
table[59570]: raspberries 0 1
table[59571]: stern'st 0 1
table[59576]: fourscore 12 1
table[59578]: scribes' 0 1
table[59581]: yearns 1 1
table[59582]: steeped 0 2
table[59583]: algebraic 2 1
table[59585]: feeling 47 1
table[59586]: glare 0 1
table[59587]: prithe 0 1
table[59588]: roar'd 11 2
table[59592]: coaling 4 1
table[59594]: greases 0 1
table[59595]: daughters'' 0 1
table[59596]: fellow'st 0 1
table[59599]: famished 0 2
table[59601]: hampton 1 1
table[59604]: yielding 26 1
table[59605]: zeals 0 1
table[59607]: stepping 1 1
table[59609]: awfully 0 1
table[59612]: anxious 7 1
table[59613]: tribunus 2 1
table[59614]: seam 1 2
table[59617]: neorhynchus 1 1
table[59620]: morasses 1 1
table[59622]: scuffles 0 1
table[59624]: renew 12 1
table[59625]: smal' 0 1
table[59627]: piggeries 0 1
table[59628]: commending 0 2
table[59631]: glass 113 1
table[59641]: lysias 1 1
table[59642]: retractors 0 1
table[59648]: ethnicon 0 1
table[59649]: lay't 1 1
table[59650]: jingling 0 1
table[59651]: 'rosalind' 0 1
table[59653]: 'would' 0 1
table[59654]: bannerman 0 1
table[59656]: unrecognized 0 2
table[59658]: tiddle 0 1
table[59659]: vestal 4 1
table[59660]: years' 32 1
table[59661]: sermons 9 1
table[59665]: bajazet's 0 1
table[59666]: prefer'st 0 1
table[59671]: need'st 5 1
table[59675]: undergoes 7 1
table[59677]: nephew's 2 1
table[59678]: grafted 4 1
table[59679]: empresses 0 2
table[59681]: ercles' 0 1
table[59683]: ripely 0 1
table[59685]: rhymers 1 1
table[59686]: groan 33 1
table[59687]: acephalous 1 1
table[59690]: rattray 0 1
table[59692]: groat 6 1
table[59694]: small 338 1
table[59696]: tirol 3 3
table[59697]: wards 9 1
table[59699]: stumble 8 1
table[59701]: pulpy 0 2
table[59704]: heres 2 6
table[59705]: monroe 2 1
table[59707]: orbis 1 1
table[59708]: orbit 5 1
table[59709]: incorps'd 0 1
table[59710]: figure's 0 1
table[59711]: syriac 7 2
table[59713]: judgment 124 1
table[59716]: eftest 0 1
table[59718]: cowish 0 1
table[59720]: pythagorean 0 1
table[59721]: declined 20 1
table[59722]: tully's 0 1
table[59723]: deathful 0 1
table[59725]: ohmic 0 1
table[59726]: indented 0 1
table[59728]: wares 9 1
table[59730]: hyperion 2 1
table[59732]: sternness 0 2
table[59734]: installation 1 3
table[59735]: compromise 9 1
table[59736]: dunce 0 1
table[59737]: tabulas 0 2
table[59739]: correspondence 21 1
table[59744]: encrimsoned 0 1
table[59746]: mine's 4 1
table[59751]: emma 0 3
table[59752]: illume 0 1
table[59753]: intelligence 37 1
table[59755]: saddle 9 1
table[59764]: bedabbled 0 2
table[59765]: inviting 5 1
table[59766]: avenger 0 2
table[59768]: practicable 6 1
table[59770]: objection 5 1
table[59772]: rocks 44 1
table[59773]: normandie 0 1
table[59774]: geologiques 0 2
table[59775]: sheriff's 3 1
table[59776]: angiers 17 1
table[59778]: rocky 12 1
table[59780]: perfectness 1 2
table[59784]: stale 25 2
table[59785]: spanning 0 2
table[59786]: argovian 0 4
table[59787]: paleness 1 1
table[59789]: boar 23 1
table[59790]: xylenes 0 2
table[59791]: boat 19 1
table[59792]: entered 53 2
table[59796]: truster 0 2
table[59804]: inclined 8 1
table[59807]: identical 23 2
table[59808]: planudes 0 3
table[59809]: gaerog 0 1
table[59810]: alder 1 2
table[59812]: stirr'd 12 1
table[59814]: inkle 0 1
table[59815]: irritable 0 3
table[59816]: heights 17 1
table[59819]: inclines 1 1
table[59821]: thraldom 0 1
table[59824]: ruffian 14 1
table[59828]: lanced 0 1
table[59829]: italische 0 1
table[59830]: moistening 0 1
table[59834]: glaze 0 1
table[59836]: hoffmann 2 1
table[59838]: followed 130 1
table[59840]: kneading 1 1
table[59841]: sliver'd 0 2
table[59843]: lances 7 1
table[59844]: honeycomb 0 3
table[59845]: intertissued 0 1
table[59847]: pulse 14 2
table[59848]: similes 4 1
table[59849]: carefully 27 1
table[59852]: follower 16 1
table[59853]: implorators 0 2
table[59854]: bottomless 2 1
table[59857]: exhal'st 0 1
table[59858]: aberdeen 118 1
table[59859]: shirvan 0 2
table[59860]: guiled 0 1
table[59862]: teller 1 1
table[59864]: remains 122 1
table[59869]: bode 6 1
table[59870]: tellez 1 1
table[59871]: raymond 0 1
table[59872]: seer 0 2
table[59873]: gun's 0 3
table[59874]: issaverden's 0 1
table[59875]: revellers 1 1
table[59876]: falling 52 1
table[59877]: bedazzled 0 1
table[59878]: hovels 0 1
table[59880]: dungy 1 1
table[59881]: conventionalized 0 1
table[59882]: imlah's 0 1
table[59886]: abiyyah 0 1
table[59888]: smart 8 1
table[59889]: body 395 1
table[59890]: nautical 7 2
table[59892]: bigness 0 2
table[59893]: ratepayers 0 1
table[59894]: accited 0 1
table[59895]: ripest 1 1
table[59896]: conspir'd 3 1
table[59899]: ruthrieston 0 1
table[59901]: stirling 0 2
table[59904]: historians 7 2
table[59908]: coincide 2 1
table[59909]: accites 0 1
table[59910]: 'nothing 0 1
table[59912]: blanford 5 1
table[59913]: bazaar 0 1
table[59914]: signalized 0 3
table[59915]: abjure 3 1
table[59919]: malacolite 0 3
table[59923]: wearied 9 3
table[59925]: jasim 0 2
table[59926]: rutlam 0 1
table[59927]: 'swounds 1 1
table[59934]: groin 1 1
table[59935]: exorcist 2 1
table[59936]: making 149 1
table[59938]: unfurnish 0 2
table[59940]: undergone 5 1
table[59941]: ethically 0 3
table[59942]: galling 1 1
table[59946]: rozzi 0 3
table[59949]: guiderius 75 1
table[59951]: conjunction 16 1
table[59953]: grasped 1 1
table[59954]: limping 2 1
table[59955]: abednergal 0 1
table[59957]: coxcomb 18 1
table[59959]: tremble 34 1
table[59964]: prasiae 0 2
table[59966]: obsolete 7 1
table[59968]: wearies 1 3
table[59972]: recommends 3 1
table[59975]: neutrality 2 5
table[59976]: bogs 3 1
table[59977]: mervailous 0 1
table[59978]: objective 7 1
table[59981]: oliver's 2 1
table[59983]: tonics 0 1
table[59985]: glenelg 0 2
table[59986]: wid'st 0 1
table[59987]: gesta 4 1
table[59991]: joineth 0 1
table[59992]: objectivs 2 1
